classification_key,short_title,year,city,language,author_or_editor,publisher,format,volumes,ustc_id,notes,has_diagrams,primary_classes,secondary_classes,unknown_classes,primary_count,secondary_count,unknown_count,Architecture,Arithmetic,Astronomy,Cartography,Commercial Mathematics,Construction,Cosmography,Geography,Gnomonics & Horology,Instrument Construction,Instrument Use,Mechanics,Military Engineering,Music Theory,Navigation,Perspective,Practical Geometry,Surveying,Theoretical Mathematics,Trigonometry
Wittenberg_1661,"Euclidis Elementorum Libri XIII., Succinctis & perspicuis demonstrationibus comprehensi a D. Ambrosio Rhodio Kembergensi, Mathematum Super: Professore publico in Academia Leucorea: Editio novissima, priore Correctior & Emendatior",1661,Wittenberg,LATIN,Ambrosius Rhode,Jobi Wilh. Fincelij,8,1,2589624,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
Würzburg_1661,"Cursus mathematicus, sive Absoluta omnium mathematicarum disciplinarum encyclopaedia",1661,Würzburg,LATIN,Gaspar Schott,Job Hertz,2,1,,,,,Mechanics,Theoretical Mathematics,0,1,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated
X2T7PY,Fabrica et usus instrumenti ad horologiorum descriptionem,1586,Rome,LATIN,Christopher Clavius,Bartholomaeus Grassium,,1,,"In letter n. 35 from 1587 in Clavius correspondence Francesco Barozzi relays Clavius's complaint that the printers of his Horologiis had ""lasciato fuori le righe intiere, et aggiontone di quelle, che non andavano"" (left out entire lines and added ones that didn't belong) [Source: Clavius, C. 1992. Corrispondenza. Baldini, U. and Napolitani, P.D., Eds. Università di Pisa, Dipartimento di matematica, Pisa., https://echo.mpiwg-berlin.mpg.de/content/mpiwglib/clavius/pdf/clavius_1992_bd_2_1.pdf p. 95]",True,Gnomonics & Horology | Instrument Construction | Instrument Use,,Practical Geometry,3,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated
X5YBIB,La practique de la geometrie ,1586,Paris,FRENCH,"Oronce Finé, Pierre Forcadel",Gilles Gourbin,4,1,39209,,True,Instrument Use | Practical Geometry,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
XAFNOE,"Mechanischer Künste Kammer. Erster Theil, begreiffend die wahre fundamenta aller Machination",1629,Frankfurt,GERMAN,Guidobaldo del Monte,"Kaspar Rötel, Matthäus Merian",2,1,2059777,,,Mechanics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
XCQGKZ,"Avvertimenti, e regole circa l'architettura civile, scultura, pittura, prospettiua, et architettura militare per offesa, e difesa di fortezze di Pietr'Antonio Barca ..",1620,Milan,ITALIAN,Pietro Antonio Barca,Pandolfo Malatesta,,1,4007828,,,Architecture | Military Engineering | Perspective,,,3,0,0,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated
XHZ2XV,"Arithmetica, musica et geometria: Procli sphaera",1592,Tournon,LATIN,Elie Vinet,Claude Michel,12,1,110639,,True,Arithmetic | Music Theory | Practical Geometry,,Astronomy,3,0,1,unrelated,primary,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,primary,unrelated,unrelated,unrelated
XOIASP,"Perspective cilindrique et conique, ou Traicté des apparences veuës par le moyen des miroirs cilindriques & côniques, soient convexes ou concaves; ensemble la construction et position des figures objectées au mesmes miroirs, afin que leurs apparences soie",1630,Paris,FRENCH,Jean Louis Vaulézard,Julien Jacquin,8,1,6032524,,,Perspective,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated
XP5WU4,De logistica libri tres,1573,Bordeaux,LATIN,Elie Vinet,Simon Millanges,8,1,110030,"Arithmetic book; Mentioned in Rommevaux-Tani, Sabine. “Les ouvrages mathématiques d’Élie Vinet.” Revue française d’histoire du livre 145 (August 2024): 57–75. https://doi.org/10.47421/RFHL_145_57-75.",,Arithmetic,,Commercial Mathematics,1,0,1,unrelated,primary,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
XXI4KS,Von der kunnst perspectiva,1509,Nuremberg,GERMAN,"Jean Pélerin, Jörg Glockendon",Jörg Glockendon,2,1,703591,A pirated German version of Viator 1505.,True,Perspective,,Architecture | Practical Geometry,1,0,2,unknown,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unknown,unrelated,unrelated,unrelated
YB32U5,"Perspective c'est a dire, le tresrenommé art du poinct oculaire",1604,Leiden,FRENCH,Hans Vredeman de Vries,"Beuckel Cornelisz Nieulandt, Henricus Hondius",2,1,1031332,,,Perspective,Practical Geometry,,1,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,secondary,unrelated,unrelated,unrelated
YBCWZV,La description d'un anneau solaire convexe ,1569,Paris,FRENCH,Pierre Forcadel,"Guillaume Cavellat, Jérôme de Marnef",4,1,23246,,,Gnomonics & Horology | Instrument Use,,Instrument Construction,2,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unknown,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
YCXMIJ,"Deux livres de Proclus du mouvement, traduict et commenté ",1565,Paris,FRENCH,Pierre Forcadel,Charles Périer,,1,51314,,True,Mechanics,,Practical Geometry,1,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated
YPQYIR,Le livre d'Archimède des pois,1565,Paris,FRENCH,Pierre Forcadel,Charles Périer,,1,29458,,True,Mechanics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
YQDZSW,Le premier livre des choses egallement pesantes ,1565,Paris,FRENCH,Pierre Forcadel,Charles Périer,4,1,24408,,True,Mechanics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
YSF4K5,Liber VI. De proiectionibus,1613,Antwerp,LATIN,François Aguilon,Jan Morteus,,1,,,,Perspective,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated
YUHFFF,"Arithmeticae, musicae et geometriae compendia. Guilelmo xylandro interprete.",1591,Heidelberg,LATIN,"Wilhelm Xylander, Juan Luis Vives, Kaspar Peucer",Abraham Smesmann,8,1,675926,,,Arithmetic | Music Theory | Theoretical Mathematics,,Practical Geometry,3,0,1,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unknown,unrelated,primary,unrelated
Z0K13S,"De revolutionibus orbium coelestium, libri VI.",1543,Nuremberg,LATIN,Nicolaus Copernicus,Johannes Petreius,,1,,,True,Astronomy,,,1,0,0,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
Z26G13,"Praxis Perspectivae Das ist: Von Verzeichnungen ein außführlicher Bericht : darinnen das jenige was die Scenographi erfordert, begrieffen, und in welchen allerley dinge uff allerley Stände in ein Perspectivischen auffzug zu bringen gelehret, auch das was",1615,"Nuremberg, Leipzig",GERMAN,Lucas Brunn,"Lorenz Kober, Simon Halbmaier",2,1,2134654,,,Perspective,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated
ZGOHUR,Gnomonices libri octo,1581,Rome,LATIN,Christopher Clavius,Francesco Zanetii,,1,,,True,Gnomonics & Horology,Instrument Use | Practical Geometry,,1,2,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated
ZN24V0,"Ein aigentliche und grundtliche anweysung in die geometria, sonderlich aber wie alle regulierte und unregulierte corpora in den grundt gelegt und in das perspecktiff gebracht auch mit iren linien auffzogen sollen werden",1543,Nuremberg,GERMAN,Augustin Hirschvogel,"Johann VomBerg, Ulrich Neuber",4,1,642404,,True,Architecture | Perspective | Practical Geometry,,Instrument Use,3,0,1,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated,unrelated
ZNLALU,L'arithmetique ,1560,Paris,FRENCH,"Gemma Frisius, Pierre Forcadel",Guillaume Cavellat,4,1,37755,,,Arithmetic,,,1,0,0,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
ZQA6JR,Elementa geometriae planae,1669,Rome,LATIN,Gilles François Gottignies,Angelo Bernabò,12,1,1713879,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
ZQIHYL,"Opera, quae proxima pagina enumerantur",1531,Lyon,LATIN,Joachim Fortius Ringelberg,Sébastien Gryphe,8,1,146330,,False,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
ZYVGSH,Elementi Decimi Euclidis Declaratio : Nec non De Solidis Regularibus Tractatus,1662,Oxford,LATIN,William Oughtred,Leonard Lichfield,,1,3141577,,,Theoretical Mathematics,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated
bib-1,Livre singulier et utile touchant l'art et practique de geometrie,1542,Paris,FRENCH,Charles de Bovelles,Benoît Prévost,,,24271,,True,Practical Geometry,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-10,La practique de la geometrie,1570,Paris,FRENCH,"Pierre Forcadel, Oronce Finé",Gilles Gourbin,4,1,23433,,True,Instrument Use | Practical Geometry,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-100,,1674,Turin,ITALIAN,Guarino Guarini,Gianelli,,,,,,Architecture | Practical Geometry,,,2,0,0,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-101,,1650,Frankfurt,GERMAN,Michael Havemann,Caspar Rötel,,,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-102,,1652,Jena,GERMAN,Heinrich Hofmann,Johann Birckner,,,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-103,,1604,Frankfurt,GERMAN,Levinus Hulsius,Levinus Hulsius,,,,,,Instrument Construction | Instrument Use | Practical Geometry | Surveying,Mechanics,,4,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,primary,secondary,unrelated,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated
bib-104,,1681,Rome,LATIN,Paolo Giòvio,Nicolò Angelo Tinassi,,,,,,,,,0,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
bib-105,,1594,Nuremberg,LATIN,Cornelis Jode,Christoph Lochner,,,,,True,Instrument Use | Practical Geometry,,,2,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-106,,1621,Hanau,LATIN,Bartholomaeus Keckermann,Peter Antonius,,,,,,Astronomy | Geography,Navigation,Theoretical Mathematics,2,1,1,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unknown,unrelated
bib-107,"Systema compendiosum totius mathematices, hoc est geometriæ, opticæ, astronomiæ, et geographiæ publicis prælectionibus anno 1605. in celeberrimo Gymnasio Dantiscano propositum. A Bartholomæo Keckermanno S.S. Theolog. licentiato & Philosophiæ professore In fine accessit brevis Commentatio nautica, ab eodem autore ibidem proposita anno 1603. Adjecto indice capitum singulorum librorum. Demum, ut liber evaderet integer cursus mathematicus, accessit his",1661,Oxford,LATIN,Bartholomaeus Keckermann,William Hall,,,3080360,,,Arithmetic | Astronomy | Geography,Navigation,,3,1,0,unrelated,primary,primary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unrelated,unrelated
bib-108,"Systema Compendiosum Totius Mathematices, hoc est, Geometriae, Opticae, Astronomiae Et Geographiae , Publicis praelectionibus, anno 1605. in celeberrimo Gymnasio Dantiscano propositum A Bartholomaeo Keckermanno SS. Theologiae Licentiato, [et] Philosophiae",1617,Hanau,LATIN,Bartholomaeus Keckermann,Peter Antonius,,,2136260,,,Astronomy | Geography,Navigation,Theoretical Mathematics,2,1,1,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unknown,unrelated
bib-110,,1692,Paris,FRENCH,Bernard Lamy,André Pralard,,,,,,Practical Geometry,Theoretical Mathematics,,1,1,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,secondary,unrelated
bib-111,,1682,Paris,FRENCH,Sébastien Le Clerc,Jean Jombert,,,,,,Practical Geometry,,Surveying | Trigonometry,1,0,2,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unknown,unrelated,unknown
bib-112,,1669,Paris,FRENCH,Sébastien Le Clerc,Thomas Jolly,,,,,,Practical Geometry,,,1,0,0,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,unrelated
bib-113,,1690,Paris,FRENCH,Sébastien Le Clerc,Jean Jombert,,,,,,,,Theoretical Mathematics,0,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated
bib-114,,1669,London,ENGLISH,William Leybourn,James Flesher,,,,,,Practical Geometry,Trigonometry,Navigation,1,1,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unknown,unrelated,primary,unrelated,unrelated,secondary
bib-115,"Cursus mathematicus. Mathematical sciences, in nine books. Comprehending arithmetick, vulgar, decimal, instrumental, algebraical. Geometry, plain, solid. Cosmography, cœlestial, terrestrial. Astronomy, theorical, practical. Navigation, plain, spherical. Trigonometry, rectilinear, circular. With the description, construction, and use of geometrical and nautical instruments: and the doctrine of triangles applied to practice in mensurations of all kinds: as in",1690,London,ENGLISH,William Leybourn,Thomas Bassett,,,3120650,,,Arithmetic | Astronomy | Cosmography | Instrument Construction | Instrument Use | Navigation | Practical Geometry | Theoretical Mathematics | Trigonometry,Architecture | Military Engineering | Surveying,,9,3,0,secondary,primary,primary,unrelated,unrelated,unrelated,primary,unrelated,unrelated,primary,primary,unrelated,secondary,unrelated,primary,unrelated,primary,secondary,primary,primary
bib-116,"Pratica universale facilissima, et breve di misurare con la vista. Parte prima [-2.]",1630,Florence,ITALIAN,Giuseppe Malombra,Simone Ciotti,,,4013492,,,Practical Geometry,,Surveying,1,0,1,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unknown,unrelated,unrelated
bib-117,"Opera mathematica, ofte wis-konstige wercken",1630,Amsterdam,LATIN,Samuel Marolois,Ian Janszoon,,,1012958,,,Architecture | Military Engineering | Perspective,,,3,0,0,primary,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,primary,unrelated,unrelated,primary,unrelated,unrelated,unrelated,unrelated
bib-119,Manuale arithmeticæ et geometriæ practicæ,1646,Amsterdam,LATIN,Adriaan Metius,Henderick Laurentz,,,1010590,,,Arithmetic | Military Engineering | Practical Geometry | Surveying,Construction | Instrument Use,Instrument Construction,4,2,1,unrelated,primary,unrelated,unrelated,unrelated,secondary,unrelated,unrelated,unrelated,unknown,secondary,unrelated,primary,unrelated,unrelated,unrelated,primary,primary,unrelated,unrelated
