review_sample,sample_order,priority,queue_type,edition_id,category,current_value,suggested_review_focus,queue_reason,year,city,language,short_title,title_or_short_title,elements_books,additional_content,wardhaugh_classification,related_categories,unknown_categories,classification_profile,review_decision,corrected_value,apply_to_reprints,review_notes
no,,1,unknown,bib-190,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1701,London,ENGLISH,,"Body of Arithmetick,
In Four BOOKS, Viz :

Book I.
Part 1. Integers.
2. Fractions.

Book II.
1. Geodeticals.
2. Figurals.

Book III.
1. Decimals.
2. Astronomicals.

Part 3.
3. Logarithmes.
4. Coſicks.
5. Surds.
6. Algebra.

Book IV.
1. Ratio’s.
2. Proportions disjunct.
3. Proportions continued.
4. Æquations, &c.

WHEREIN THE
Whole Nature of NUMBERS, with their Simple and Comparative
Elements in all the Parts of ARITHMETICK, are plainly Declared,
and fully Handled.

Every",,,,Arithmetic; Commercial Mathematics; Astronomy; Theoretical Mathematics,Practical Geometry; Surveying,Arithmetic=primary; Commercial Mathematics=primary; Practical Geometry=unknown; Surveying=unknown; Astronomy=secondary; Theoretical Mathematics=secondary,,,,
no,,1,unknown,Cambridge_1703,Practical Geometry,unknown,"decide whether geometry is applied/practical, not merely Euclidean/theoretical",model returned unknown,1703,Cambridge,LATIN,,"V. CL. ANDREÆ TACQUET SOC. JESU Sacerdotis, &
Matheseωs Professoris ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ, & SELECTA EX ARCHIMEDE THEOREMATA.
Quibus in hac nova Editione accedunt COROLLARIA non pauca illustrandis Elementis accommodata, & varios propositionum pluri-marum USUS continentia. Summa cura emendata, & XL Schematibus novis æri incisis illustrata. A GVLIELMO WHISTON, A. M. Math-eseωs Professore LUCASIANO apud CANTABRIGIENSES.","1–6, 11-12",,TACQUET,,Practical Geometry,Practical Geometry=unknown,,,,
no,,2,unknown,Paris_1538,Theoretical Mathematics,unknown,,model returned unknown,1538,Paris,LATIN,,"TEXTVS  DE  SPHAERA  IOANNIS  DE  SACROBOSCO:
INTRODVCTORIA ADditione (quantum necessarium est) commen-tarióque, ad vtilitatem studentium Philosophiæ Parisiensis Academiæ illustratus. Cum compositione Annuli astronomici Boneti Latensis: Et Geometria Euclidis Megarensis.",,Geometria,,Astronomy; Instrument Construction,Practical Geometry; Cosmography; Theoretical Mathematics; Trigonometry,Practical Geometry=unknown; Astronomy=primary; Cosmography=unknown; Instrument Construction=secondary; Theoretical Mathematics=unknown; Trigonometry=unknown,,,,
no,,2,unknown,Paris_1605,Theoretical Mathematics,unknown,,model returned unknown,1605,Paris,FRENCH,Les nevf premiers livres des elemens,"LES NEVF
PREMIERS
LIVRES DES ELEMENS
D’EVCLIDE: TRADVITS
& commentez
PAR
I. ERRARD de Bar-le-duc, Ingenieur du Tres-
chrestien ROY de France & de Nauarre.
Dediez à sa MAIESTÉ.
Reueus & corrigez par l’Autheur.",1-9,,FOIX,,Theoretical Mathematics,Theoretical Mathematics=unknown,,,,
no,,2,unknown,ustc-56,Theoretical Mathematics,unknown,,model returned unknown,1618,Paris,FRENCH,"Traicté d'arithmétique, géométrie, avec l'art d'arpanter et mesurer toutes superficie [""sic""] de terre Nouvellement mis en lumière par le sieur Zacarie,","TRAICTE
D'ARITHMETIQVE,
GEOMETRIE.
AVEC L'ART D'ARPAN.
ter & mesurer toutes superfis-
cie de terre.
Necessaire à toutes personnes curieuses.
Nouvellement mis en lumiere par le sieur LACAS
RIE Professeur es Mathematiques.",,,,Arithmetic; Practical Geometry; Surveying,Instrument Use; Theoretical Mathematics,Arithmetic=primary; Practical Geometry=primary; Surveying=primary; Instrument Use=unknown; Theoretical Mathematics=unknown,,,,
no,,2,unknown,bib-130,Theoretical Mathematics,unknown,,model returned unknown,1627,Frankfurt,LATIN,,"PETRI RAMI
VEROMANDUI
PHILOSOPHI CELEBER-
RIMI, ELOQUENTIAE ET MATHE-
MATICARUM DISCIPLINARUM
Professoris Regii
ARITHMETICAE LIBRI DUO
ET
GEOMETRIAE SEPTEM ET VIGINTI.

Dudum quidem à LAZARO SCHONERO recogniti & aucti,
nunc vero in postrema hac editione in numeris
locis emendati & locupletati.",,,,Arithmetic,Practical Geometry; Theoretical Mathematics,Arithmetic=primary; Practical Geometry=unknown; Theoretical Mathematics=unknown,,,,
no,,2,unknown,MorisS-23-1,Theoretical Mathematics,unknown,,model returned unknown,1630,Paris,FRENCH,,"EXAMEN
DV LIVRE DES
RECREATIONS
MATHEMATIQVES:
ET DE SES PROBLEMES
en Geometrie, Mechanique, Opti-
que, & Catoptrique

Où sont aussi discutées & restablies plusieurs
experiences Physiques y proposées.

Par CLAVDE MYDORGE Escuyer Sieur de la
Maillarde, Conseiller du Roy, & Tréso-
rier general de France en Picardie.",,,,Mechanics,Theoretical Mathematics,Mechanics=primary; Theoretical Mathematics=unknown,,,,
no,,2,unknown,XOIASP,Theoretical Mathematics,unknown,,model returned unknown,1630,Paris,FRENCH,"Perspective cilindrique et conique, ou Traicté des apparences veuës par le moyen des miroirs cilindriques & côniques, soient convexes ou concaves; ensemble la construction et position des figures objectées au mesmes miroirs, afin que leurs apparences soie","PERSPECTIVE
CILINDRIQVE ET
CONIQVE.
O V
TRAICTE' DES APPARENCES
veuës par le moyen des miroirs Cilindriques
& Côniques, soient Conuexes ou Concaues:
Ensemble la construction & position des
figures obiectées au mesmes miroirs, afin
que leurs apparences soient conformes à la
volonté.

Par I. L. Sr de VAVLEZARD Mathematic.",,,,Practical Geometry; Perspective; Instrument Use,Theoretical Mathematics,Practical Geometry=secondary; Perspective=primary; Instrument Use=secondary; Theoretical Mathematics=unknown,,,,
no,,2,unknown,ustc-41,Theoretical Mathematics,unknown,,model returned unknown,1630,Paris,FRENCH,Examen du livre des récréations mathématiques et de ses problèmes en géométrie méchanique optique & catoptrique où sont aussi discutées et restablies plusieurs expériences physiques y proposées par Claude Mydorge,"EXAMEN
DV LIVRE DES
RECREATIONS
ATHEMATIQVES;
ET DE SES PROBLEMES
en Geometrie, Mechanique, Opti-
que, & Catoptrique.
Où sont aussi discutées & restablies plusieurs
experiences Physiques y proposées.
Par CLAVDE MYDORGE, Escuyer Sieur de la Maillarde, Conseiller du Roy, & Tréso-
rier general de France en Picardie.",,,,Mechanics,Practical Geometry; Theoretical Mathematics,Practical Geometry=unknown; Mechanics=primary; Theoretical Mathematics=unknown,,,,
no,,2,unknown,ustc-28,Theoretical Mathematics,unknown,,model returned unknown,1631,Rouen,FRENCH,,"METHOIQVES
INSTITV TIONS
DE LA VRAYE ET
PARFAICTE ARITHMETIQVE
de IACQVES CHAVVET,
diuifée en fix parties.
REVEE, CORRIGEE, ET
amplifiée d’Exemples Geometriques ; extra-
ction des racines Quarrees, & Cubes , &
autres choses appartenantes à la Geo-
metrie , auec les figures & pra -
tique d’icelles.
Par P. TAILLIEUR ., profeßeur ordinaire éß
Mathematiques en l’V niuerßité de Paris.",,,,Arithmetic,Practical Geometry; Theoretical Mathematics,Arithmetic=primary; Practical Geometry=unknown; Theoretical Mathematics=unknown,,,,
no,,2,unknown,MorisS-22-3,Theoretical Mathematics,unknown,,model returned unknown,1633,Paris,LATIN,,"TRIGONOMETRIÆ
CANONICÆ
LIBRI TRES.

QVIBVS PLANORVM ET SPHÆRICORVM
Triangulorum Theoria atque Praxis accuratissimè
brevissiméque demonstrantur.

ADIVNGITVR LIBER QVARTVS, PRO
calculi Tabulis logarithmorum; earum scilicet constructione
atque usu amplissimo, facillimóque; ne in hoc
opere quidquam desideretur.

AD EMINENTISSIMUM CARDINALEM
ALPHONSVM LVDOYICVM DV PLESSIS DE RICHELIEV,
Archiepiscopum & Comitem Lugdunensem, Galliarum
Primatem, Magnú Franciæ Elemosynarium, &c.

Authore Ioanne Baptista ",,,,Practical Geometry; Trigonometry,Theoretical Mathematics,Practical Geometry=secondary; Theoretical Mathematics=unknown; Trigonometry=primary,,,,
no,,2,unknown,ustc-24,Theoretical Mathematics,unknown,,model returned unknown,1634,Paris,FRENCH,"Questions inouyes, ou Récréation des sçavans, qui contiennent beaucoup de choses concernantes la théologie, la philosophie et les mathématiques","QVESTIONS
INOVYES,
OV
RECREATION
DES SCAVANS.
Qui contiennent beaucoup de cho-
ſes concernantes la Theologie
la Philoſophie, & les
Mathematiques.",,,,,Theoretical Mathematics,Theoretical Mathematics=unknown,,,,
no,,2,unknown,MorisS-22-4,Theoretical Mathematics,unknown,,model returned unknown,1640,Paris,LATIN,,"ASTRONOMIA
IAM A FVNDAMENTIS INTEGRE
ET EXACTE RESTITVTA.

Complectens IX. Partes hactenus optatæ
Scientiæ LONGITVDINVM coelestium
nec-non terrestrium.

Quâ cuiusvis Astri visû & cuiusvis Terræ locin quo
sit statio, longitudo & latitudo accuratissimè detegi
queunt: Cun&taque Astronomiæ vera principia
pridem ignota traduntur.

OPVS
Astronomicis Tabulis exactissimè condendis
absolute necessarium.

AD EMINENTISSIMVM
CARDINALEM RICHELIEVM;
DVCEM ET FRANCIAE PAREM.

Authore Ioanne Baptista Morino, ap",,,,Astronomy,Theoretical Mathematics; Navigation,Astronomy=primary; Theoretical Mathematics=unknown; Navigation=unknown,,,,
no,,2,unknown,bib-142,Theoretical Mathematics,unknown,,model returned unknown,1663,Arnhem,DUTCH,,"Het eerste Deel
Van de
MATHEMATISCHE
VERMAECK-
LYCKHEDEN,

Te samen ghevoeght
Van verscheyden ghenuchelijcke
ende boertighe Werck-stucken, soo uyt
Arithmetica, Geometria, Astronomia, Geographia, Coſ-
mographia, Muſica, Phyſica, Optica, Catoptrica,
Architectonica, Scioterica, als uyt andere
onghehoorde myſterien meer.

Getranslateert uyt het Francſch in Neder-
duytſche tale: ende verrijckt, vermeerdert ende verbeteret
met verſcheyden Obſervationen ende Annotationen,
dienende tot onderrichtinghe v",,,,Arithmetic; Architecture; Astronomy; Cosmography; Geography; Music Theory,Practical Geometry; Theoretical Mathematics,Arithmetic=secondary; Practical Geometry=unknown; Architecture=secondary; Astronomy=secondary; Cosmography=secondary; Geography=secondary; Theoretical Mathematics=unknown; Music Theory=secondary,,,,
no,,2,unknown,bib-206,Theoretical Mathematics,unknown,,model returned unknown,1677,"Frankfurt, Leipzig",GERMAN,"Der Verschantzte Turenne Oder Gründliche Alt- und Neue Kriegs-Bau-Kunst: Worinnen aus den benöthigten Fundamenten Einer vortheilhafften, ungemeinen und meist Geometrischen Arithmetic, und Gründlichen vollständigen Geometrie, mit einem gantz neu-erfundenen so bequemen und universalen Instrument, daß man zu allerley Geometrischen und Astronomischen Praxibus noch nie dergleichen gehabt, Uber die Niederländische oder Freytagische Fortification Noch Sechs gantz Andere Neu- und mehr verstärckte Befestigungs-Arten der besten Ingenieurs jetziger Zeit deutlich für Incipienten und gründlich für Practicanten anweiset, Johann Heinrich Behr, P.","Der Verschanzte Turenne
Oder
Gründliche Alte und Neue
Kriegs = Bau = Kunst /

Absehenen aus den berühmbtesten Fundamenten
Einer vortheilhafften, angenehmen und meist Geometrischen Arithmetick, und
Gründlichen vollständigen Geometrie, mit einem ganz neuen funden, so bequemen und
universalen Instrument, daß man zu allerley Geometrischen und Mechanischen Praxibus
noch nie dergleichen gesehen.

Über die Niederländische oder Fünfeckige Fortification,
Noch Sechs ganz Andere Neu- und mehr verstärkte Be",,,,Arithmetic; Military Engineering; Construction; Astronomy; Mechanics,Practical Geometry; Instrument Use; Theoretical Mathematics; Trigonometry,Arithmetic=secondary; Military Engineering=primary; Construction=primary; Practical Geometry=unknown; Astronomy=secondary; Instrument Use=unknown; Mechanics=secondary; Theoretical Mathematics=unknown; Trigonometry=unknown,,,,
no,,2,unknown,bib-143,Theoretical Mathematics,unknown,,model returned unknown,1690,Rome,LATIN,,"LEXICON
MATHEMATICUM.
HOC EST
Rerum omnium ad universam planè Mathesim
quocunque modo, directè, vel indirectè
spectantium,
COLLECTIO, ET EXPLICATIO.

Continens Terminum, praesertim exoticorum, dilucidationem,
Nominis rationem, atque Etymologiam, Principia, Praecepta
communia, Axiomata, &c. ac brevem, & exactam
Doctrinae traditionem; additis, ubi opus est,
schematibus, ad pleniorem Tyronum
intelligentiam.

Ut non immerito
QUADRIVIUM SCIENTIARUM,
Ac totius MATHESIS PROMPTVARIVM dici possit.

AUTHO",,,,,Arithmetic; Practical Geometry; Theoretical Mathematics,Arithmetic=unknown; Practical Geometry=unknown; Theoretical Mathematics=unknown,,,,
no,,2.5,suspect_theoretical_non_eip,Venice_1498,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,only related category; euclid/elements/geometry title,1498,Venice,LATIN,,"Georgio Valla Placentino Interprete. Hoc in volumine hec con-tinentur. Nicephori logica[.] Georgij valle libellus de argumentis[.] Euclidis quartus decimus elementorum.  Hypsiclis interpretatio
eiusdem libri euclidis [etc]",,Geometria,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,Venice_1498a,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; has elements_books; euclid/elements/geometry title,1498,Venice,LATIN,,"Georgio Valla Placentino Interprete.

Hoc in volumine hec continentur
Nicephori logica
Georgii Valle libellus de argumentis
Euclidis quartus decimus elementorum
Hypothesis interpretatio eiusdem libri Euclidis
Nicephorus de astrolabio
Proclus de astrolabio
Aristarchi Sami de magnitudinibus
et distantijs solis et lune
Timeus de mundo
Cleonidis musica
Eusebii Pamphili de quibusdam
theologicis ambiguitatibus
Cleomedes de mundo
Athenagorae philosophi de resurrectione
Aristotelis de celo
Aristotelis m",14,,,Astronomy; Theoretical Mathematics; Music Theory,Instrument Construction; Instrument Use,Astronomy=secondary; Instrument Construction=unknown; Instrument Use=unknown; Theoretical Mathematics=primary; Music Theory=secondary,,,,
no,,2.5,suspect_theoretical_non_eip,TTORPR,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category; euclid/elements/geometry title,1528,Vienna,LATIN,Elementale geometricum ex Euclidis geometria,"ELEMENTA-
LE GEOMETRICVM, EX EV-
clidis Geometria, a IOHANNE
Voegelin Haylpronnẽsi Colle-
ga ciuilis collegij Viennẽsis,
ad omnium Mathemati-
ces candidatorum
utilitatẽ decerp-
tum,
BRASSICANI.
Eximium fructum hic solida breuitate libellus
Continet, exacta terlus ubicp̃ fide
Dignus item vraniæ quem perlegat undiq̃ cultor
Si modo certa sua discere fruge uelit.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,Strasbourg_1557,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,only related category; euclid/elements/geometry title,1557,Strasbourg,"GREEK, LATIN",,"ΕΥΚΛΕΙΔΟΥ ΚΑΤΟΠΤΡΙΚΑ. EVCLIDIS CATOPTRICA, ID
EST ELEMENTA eius scientiæ, qua uniuersa speculorum uis atque natura explicatur: primum Græce, antehac nunquam in lucem ædita: & nunc noua translatione per Conradum Dasypodium in Latinam linguam translata.",,Catoptrica,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,4ZSED7,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category; euclid/elements/geometry title,1589,Leipzig,LATIN,"Pselli philosophi et mathematici clarissimi geometria edita studio M. Christophori meureri, mathematum professoris publici in academia Lipsiensi.","Pselli philosophi et mathematici clarissimi geometria edita studio M. Christophori meureri, mathematum professoris publici in academia Lipsiensi.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,bib-65,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category,1593,Tours,LATIN,,"Francisci Vietæ
VARIORVM DE
REBUS MATHEMATICIS
RESPONSORVM, LIBER VIII.

Cuius præcipua capita sunt,
De duplicatione Cubi, & Quadratione Circuli.
Quæ claudit
Πρόχειρον, seu Ad usum Mathematici Canonis Methodica.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,bib-66,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category; euclid/elements/geometry title,1593,Tours,LATIN,,"Francisci Vietæ
SVPPLEMENTVM GEOMETRIÆ.

Ex opere restitutæ Mathematicæ Analyses, seu
Algebrâ novâ.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
no,,2.5,suspect_theoretical_non_eip,GDC2CP,Theoretical Mathematics,primary,confirm primary/secondary only if this is truly a theoretical geometry/math edition; otherwise set unrelated,no additional_content; only related category,1615,Paris,LATIN,"Archimedis opera quae extant, novis demonstrationibus commentariisque illustrata","ΑΡΧΙΜΗΔΟΥΣ
ΠΑΝΤΑ ΣΩΖΟΜΕΝΑ.
ARCHIMEDIS OPERA
QVAE EXTANT.
NOVIS DEMONSTRATIONIBVS
COMMENTARIISQVE ILLVSTRATA.
Per DAVIDEM RIVALTUM à FLVRANTIA, Ceno-
manum, è Regiâ Turma aurea Cubiculi, sanctiori-
busque regni Consiliis & à literarum pietatiqueq́ue
studiis Christianissimi Gallorum & Nauarræ Regis
LVDOVICI XIII. semper Augusti.
Superiora Catalogus sequenti pagina habetur.",,,,Theoretical Mathematics,,Theoretical Mathematics=primary,,,,
