title,page_count,href,exists_in_commentaria,mathematics_related,subjects
"Teichmeyer, Hermann Friedrich - Institutiones medicinae legalis. Jena 1723.pdf",313,https://app.transkribus.org/sites/noscemus/doc/746787?colId=88639,,False,medicine; law; education
"Telesio, Bernardino - De mari. Naples 1570.pdf",25,https://app.transkribus.org/sites/noscemus/doc/676748?colId=88639,,Unknown,oceanography
"Telesio, Bernardino - De mari. Venice 1590.pdf",40,https://app.transkribus.org/sites/noscemus/doc/608642?colId=88639,,Unknown,oceanography
"Telesio, Bernardino - De rerum natura iuxta propria principia. Naples 1586.pdf",423,https://app.transkribus.org/sites/noscemus/doc/668517?colId=88639,,Unknown,physics
"Telesio, Bernardino - Varii de naturalibus rebus libelli. Venice 1590.pdf",349,https://app.transkribus.org/sites/noscemus/doc/668518?colId=88639,,Unknown,physics
"Theophrastus & Gaza, Theodorus - De historia plantarum. Treviso 1483.pdf",328,https://app.transkribus.org/sites/noscemus/doc/668519?colId=88639,,False,botany; history
"Theophrastus & Laet, Johan de - De lapidibus. Leiden 1647.pdf",288,https://app.transkribus.org/sites/noscemus/doc/735143?colId=88639,,False,mineralogy
"Thorius, Raphael - Hymnus tabaci. Leiden 1628.pdf",71,https://app.transkribus.org/sites/noscemus/doc/607727?colId=88639,,False,botany; literature
"Tiemann, August - De visu aphorismi. Berlin 1817.pdf",53,https://app.transkribus.org/sites/noscemus/doc/692941?colId=88639,,Unknown,unknown
"Torrella, Gaspar - Tractatus cum consiliis contra pudendagram seu morbum Gallicum. Rome 1497.pdf",25,https://app.transkribus.org/sites/noscemus/doc/736350?colId=88639,,False,medicine
"Torricelli, Evangelista - Opera geometrica. Florence 1644.pdf",406,https://app.transkribus.org/sites/noscemus/doc/923718?colId=88639,,True,geometry
"Triegler, Johann Goerg - Sphaera. Leipzig 1614.pdf",199,https://app.transkribus.org/sites/noscemus/doc/801742?colId=88639,,True,astronomy
"Trombsdorff, Johann Nikolaus & Rodigast, Samuel - Disquisitio physica de calore nivis. Jena 1678.pdf",37,https://app.transkribus.org/sites/noscemus/doc/694623?colId=88639,,Unknown,physics
"Trotter, Thomas - Dissertatio de ebrietate. Edinburgh 1788.pdf",37,https://app.transkribus.org/sites/noscemus/doc/933014?colId=88639,,False,medicine
"Tschudi, Aegidius - De prisca ac vera alpina Rhaetia. Basel 1538.pdf",147,https://app.transkribus.org/sites/noscemus/doc/808145?colId=88639,,Unknown,geography
"Turner, William - Avium, quarum apud Plinium et Aristotelem mentio est, historia. Cologne 1544.pdf",157,https://app.transkribus.org/sites/noscemus/doc/664563?colId=88639,,False,zoology; philosophy; history
"Unger, Bernhard - Apologetica epistola pro defensione Arabum medicorum. Lyon 1533.pdf",123,https://app.transkribus.org/sites/noscemus/doc/782232?colId=88639,,False,medicine; literature
"Vadanius, Joachim - Pomponii Melae de situ orbis. Basel 1522.pdf",391,https://app.transkribus.org/sites/noscemus/doc/735140?colId=88639,,Unknown,geography
"Vadanius, Joachim - Pomponii Melae de situ orbis. Vienna 1518.pdf",325,https://app.transkribus.org/sites/noscemus/doc/735141?colId=88639,,Unknown,geography
"Vadianus, Joachim - Epitome trium terrae partium. Zurich 1534.pdf",579,https://app.transkribus.org/sites/noscemus/doc/608643?colId=88639,,Unknown,geography
"Valentini, Michael Bernhard - Amphiteatrum zootomicum. Frankfurt am Main & Giessen 1720.pdf",869,https://app.transkribus.org/sites/noscemus/doc/750210?colId=88639,,False,zoology
"Valles, Francisco - De iis, quae scripta sunt physice in Libris Sacris. Turin 1587.pdf",681,https://app.transkribus.org/sites/noscemus/doc/668520?colId=88639,,Unknown,physics
"van Poort, Henricus - Hippocratis Aphorismi metrica praphrasi translati. Utrecht 1657.pdf",177,https://app.transkribus.org/sites/noscemus/doc/1285854?colId=88639,,False,medicine
"Van Stralen, Arnold & Schoock Martin - Dipsutatio physica de nive. Groningen 1646.pdf",21,https://app.transkribus.org/sites/noscemus/doc/694619?colId=88639,,Unknown,physics; snow and ice
"Varenius, Bernhardus - Geographia generalis, in qua affectiones generales telluris explicantur. Amsterdam 1650.pdf",860,https://app.transkribus.org/sites/noscemus/doc/696814?colId=88639,,Unknown,geography
Varii 2 - Thesaurus historiae Helveticae. Zurich 1735.pdf,779,https://app.transkribus.org/sites/noscemus/doc/693817?colId=88639,,False,history
Varii - The Altar of Love. London 1727.pdf,395,https://app.transkribus.org/sites/noscemus/doc/732899?colId=88639,,False,literature
"Varolio, Constanzio & Mercuriale, Girolamo - De nervis opticis. Padua 1573.pdf",91,https://app.transkribus.org/sites/noscemus/doc/782228?colId=88639,,True,optics
"Venusti, Antonio Maria - Consilia medica. Venice 1571.pdf",237,https://app.transkribus.org/sites/noscemus/doc/702153?colId=88639,,False,medicine
"Vesalius, Andreas - De humani corporis fabrica. Basel 1543.pdf",737,https://app.transkribus.org/sites/noscemus/doc/616646?colId=88639,,False,anatomy
"Vesling, Johann - Syntagma anatomicum. Padua 1641.pdf",213,https://app.transkribus.org/sites/noscemus/doc/918507?colId=88639,,False,anatomy
"Vespucci, Amerigo - Mundus novus. Augsburg 1504.pdf",17,https://app.transkribus.org/sites/noscemus/doc/868572?colId=88639,,Unknown,geography
"Vida, Marco Girolamo - Opera. Lyon 1536.pdf",583,https://app.transkribus.org/sites/noscemus/doc/808109?colId=88639,,Unknown,unknown
"Viète, François - Canon mathematicus seu ad triangula. Paris 1579.pdf",240,https://app.transkribus.org/sites/noscemus/doc/928630?colId=88639,bib-64,True,mathematics; geometry; algebra
"Viète, François - De aequationum recognitione et emendatione. Paris 1615.pdf",151,https://app.transkribus.org/sites/noscemus/doc/689825?colId=88639,,True,algebra
"Viète, François - In artem analyticem isagoge. Tours 1591.pdf",101,https://app.transkribus.org/sites/noscemus/doc/862097?colId=88639,,True,mathematics
"Viète, François - Zeteticorum libri quinque. Tours 1593.pdf",73,https://app.transkribus.org/sites/noscemus/doc/928892?colId=88639,,True,algebra
"Vitali, Girolamo - Lexicon mathematicum, astronomicum, geometricum. Paris 1668.pdf",701,https://app.transkribus.org/sites/noscemus/doc/888132?colId=88639,bib-144,True,mathematics; geometry; astronomy; language
"Voigt, Christoph - Dissertatio physica contra nivis albedinem realem. Güstrow 1669.pdf",120,https://app.transkribus.org/sites/noscemus/doc/699870?colId=88639,,Unknown,physics
"Vossius, Isaac - De motu marium et ventorum. The Hague 1663.pdf",141,https://app.transkribus.org/sites/noscemus/doc/607728?colId=88639,,True,mechanics; meteorology
"Vossius, Isaac - De Nili et aliorum fluminum origine. The Hague 1666.pdf",205,https://app.transkribus.org/sites/noscemus/doc/657734?colId=88639,,Unknown,oceanography
"Vriesen, Bernhard, Schook Martin - Disputatio physica de glacie. Groningen 1646.pdf",21,https://app.transkribus.org/sites/noscemus/doc/694620?colId=88639,,Unknown,physics; snow and ice
"Wagner, Christian - Animadversiones in T. Burnetii Telluris Theoriam Sacram. Leipzig 1683.pdf",73,https://app.transkribus.org/sites/noscemus/doc/689826?colId=88639,,False,geography; theology
"Wagner, Johann Jacob - Historia naturalis Helvetiae. Zurich 1680.pdf",451,https://app.transkribus.org/sites/noscemus/doc/739101?colId=88639,,False,natural history; history
"Walch, Georg Friedrich - De diluviis veterum. Strasbourg 1757.pdf",41,https://app.transkribus.org/sites/noscemus/doc/695667?colId=88639,,False,geology
"Wallis, John - Arithmetica infinitorum. Oxford 1656.pdf",291,https://app.transkribus.org/sites/noscemus/doc/899970?colId=88639,,True,arithmetic; calculus
"Wallis, John - Opera mathematica. Vol. 1. Oxford 1657.pdf",557,https://app.transkribus.org/sites/noscemus/doc/918509?colId=88639,,True,mathematics
"Wang, Shuhe & Cleyer, Andreas - Specimen medicae Sinicae sive Opuscula medica ad mentem Sinensium. Frankfurt am Main 1682.pdf",235,https://app.transkribus.org/sites/noscemus/doc/724121?colId=88639,,False,medicine
"Wedel, Georg Wolfgang - Exercitationum medico-philologicarum decas tertia. Jena 1687.pdf",65,https://app.transkribus.org/sites/noscemus/doc/668521?colId=88639,,False,medicine; language
"Wedel, Goerg Wolfgang - Specimen experimenti chimici novi de dale volatili plantarum. Frankfurt am Main 1671.pdf",124,https://app.transkribus.org/sites/noscemus/doc/801656?colId=88639,,False,botany
"Weigel, Erhard - Geoscopia selenitarum, part 1. Jena 1654.pdf",74,https://app.transkribus.org/sites/noscemus/doc/1853109?colId=88639,,Unknown,unknown
"Weigel, Erhard - Geoscopia selenitarum, part 2.1. Jena 1654.pdf",49,https://app.transkribus.org/sites/noscemus/doc/1859544?colId=88639,,Unknown,unknown
"Weigel, Erhard - Geoscopia selenitarum, part 2.2. Jena 1654.pdf",47,https://app.transkribus.org/sites/noscemus/doc/1859547?colId=88639,,Unknown,unknown
"Weinhart, Ignaz - Quaestiones et responsa ex arithmetica vulgari, algebra et geometria. Innsbruck 1765.pdf",309,https://app.transkribus.org/sites/noscemus/doc/906182?colId=88639,,True,geometry; arithmetic; algebra
"Widmann, Johannes - Algorithmus minutiarum vulgarium. Leipzig c. 1490.pdf",18,https://app.transkribus.org/sites/noscemus/doc/899971?colId=88639,,True,arithmetic
"Willis, Thomas - Cerebri anatome. London 1664.pdf",536,https://app.transkribus.org/sites/noscemus/doc/604311?colId=88639,,False,anatomy
"Willughby, Francis & Ray, John - Ornithologiae libri tres. London 1676.pdf",481,https://app.transkribus.org/sites/noscemus/doc/705023?colId=88639,,False,zoology
"Winkler, Johann Heinrich - Causae frigoris et glaciei expositae. Leipzig 1735.pdf",49,https://app.transkribus.org/sites/noscemus/doc/688837?colId=88639,,Unknown,physics
"Winther, Mathias - Literaturae scientiae rerum naturalium in Dania, Norvegia et Holsatio enchiridion. Copenhagen 1829.pdf",277,https://app.transkribus.org/sites/noscemus/doc/704342?colId=88639,,False,physics; natural history; education; literature
"Witte, Henning - Memoriae medicorum nostri seculi clarissimorum renovatae decas. Frankfurt am Main 1676.pdf",313,https://app.transkribus.org/sites/noscemus/doc/718545?colId=88639,,False,medicine; history; biography
"Wolff, Caspar Friedrich - Theoria generationis. Halle (Saale) 1774.pdf",309,https://app.transkribus.org/sites/noscemus/doc/743614?colId=88639,,False,anatomy
"Wolff, Christian von – Philosophia practica universalis mathematica methodo scripta. Leipzig 1703",44,https://app.transkribus.org/sites/noscemus/doc/8735518?colId=88639,,True,mathematics; philosophy
"Woodward, John & Scheuchzer, Joahnn Jakob - Specimen geographiae physicae. Zurich 1704.pdf",275,https://app.transkribus.org/sites/noscemus/doc/694477?colId=88639,,Unknown,physics; geography
"Worm, Ole - Museum Wormianum. Amsterdam 1655.pdf",410,https://app.transkribus.org/sites/noscemus/doc/756849?colId=88639,,False,natural history
"Wotton, Edward - De differentiis animalium. Paris 1552.pdf",504,https://app.transkribus.org/sites/noscemus/doc/668522?colId=88639,,False,zoology
"Zabarella, Gicacomo - De rebus naturalibus. Venice 1590.pdf",636,https://app.transkribus.org/sites/noscemus/doc/718640?colId=88639,,Unknown,unknown
"Zallinger zum Thurn, Franz Seraphin von - Praelectiones ex physica theoretica. Innsbruck 1805.pdf",489,https://app.transkribus.org/sites/noscemus/doc/659201?colId=88639,,Unknown,physics; education
"Zamagna, Bernardo - Navis aeria. Rome 1768.pdf",177,https://app.transkribus.org/sites/noscemus/doc/604893?colId=88639,,Unknown,unknown
"Zimmermann, Johannes - Sol siderum princeps. Olomuc 1661.pdf",81,https://app.transkribus.org/sites/noscemus/doc/718451?colId=88639,,True,astronomy
"Zucchi, Niccolò - Nova de machinis philosophia. Rome 1649.pdf",249,https://app.transkribus.org/sites/noscemus/doc/742125?colId=88639,,True,mechanics; engineering; philosophy
"Zwinger, Theodor - In Artem medicinalem Galeni tabulae et commentarii. Basel 1561.pdf",165,https://app.transkribus.org/sites/noscemus/doc/823081?colId=88639,,False,medicine
